Indicator,Location,Period,FactValueNumeric
Age-standardized suicide rates (per 100 000 population),Latvia,2008,21.66
Age-standardized suicide rates (per 100 000 population),Vanuatu,2008,21.7
Age-standardized suicide rates (per 100 000 population),Samoa,2008,21.74
Age-standardized suicide rates (per 100 000 population),Democratic Republic of the Congo,2008,22.18
Age-standardized suicide rates (per 100 000 population),Kyrgyzstan,2008,22.2
Age-standardized suicide rates (per 100 000 population),Croatia,2008,22.47
Age-standardized suicide rates (per 100 000 population),Uruguay,2008,22.54
Age-standardized suicide rates (per 100 000 population),Benin,2008,22.75
Age-standardized suicide rates (per 100 000 population),Mongolia,2008,22.9
Age-standardized suicide rates (per 100 000 population),Mozambique,2008,23.08
Age-standardized suicide rates (per 100 000 population),Congo,2008,23.27
Age-standardized suicide rates (per 100 000 population),Burundi,2008,23.39
Age-standardized suicide rates (per 100 000 population),Ghana,2008,23.39
Age-standardized suicide rates (per 100 000 population),Republic of Korea,2008,24.38
Age-standardized suicide rates (per 100 000 population),Chad,2008,24.51
Age-standardized suicide rates (per 100 000 population),Belgium,2008,24.6
Age-standardized suicide rates (per 100 000 population),Somalia,2008,24.77
Age-standardized suicide rates (per 100 000 population),Guinea-Bissau,2008,25.3
Age-standardized suicide rates (per 100 000 population),Zimbabwe,2008,25.49
Age-standardized suicide rates (per 100 000 population),Angola,2008,25.52
Age-standardized suicide rates (per 100 000 population),Slovenia,2008,25.81
Age-standardized suicide rates (per 100 000 population),Poland,2008,25.82
Age-standardized suicide rates (per 100 000 population),Ukraine,2008,25.9
Age-standardized suicide rates (per 100 000 population),Malawi,2008,26.19
Age-standardized suicide rates (per 100 000 population),Burkina Faso,2008,26.28
Age-standardized suicide rates (per 100 000 population),Suriname,2008,26.7
Age-standardized suicide rates (per 100 000 population),Montenegro,2008,26.95
Age-standardized suicide rates (per 100 000 population),Micronesia (Federated States of),2008,27
Age-standardized suicide rates (per 100 000 population),Central African Republic,2008,27.29
Age-standardized suicide rates (per 100 000 population),Japan,2008,27.6
Age-standardized suicide rates (per 100 000 population),Finland,2008,27.92
Age-standardized suicide rates (per 100 000 population),Sri Lanka,2008,27.95
Age-standardized suicide rates (per 100 000 population),Estonia,2008,28.04
Age-standardized suicide rates (per 100 000 population),South Africa,2008,29.43
Age-standardized suicide rates (per 100 000 population),Gabon,2008,29.53
Age-standardized suicide rates (per 100 000 population),Uganda,2008,29.76
Age-standardized suicide rates (per 100 000 population),Republic of Moldova,2008,29.85
Age-standardized suicide rates (per 100 000 population),Togo,2008,29.99
Age-standardized suicide rates (per 100 000 population),Lebanon,2008,3.01
Age-standardized suicide rates (per 100 000 population),Indonesia,2008,3.06
Age-standardized suicide rates (per 100 000 population),Romania,2008,3.11
Age-standardized suicide rates (per 100 000 population),Tonga,2008,3.18
Age-standardized suicide rates (per 100 000 population),Jordan,2008,3.18
Age-standardized suicide rates (per 100 000 population),Ghana,2008,3.19
Age-standardized suicide rates (per 100 000 population),United Kingdom of Great Britain and Northern Ireland,2008,3.22
Age-standardized suicide rates (per 100 000 population),United Arab Emirates,2008,3.27
Age-standardized suicide rates (per 100 000 population),Papua New Guinea,2008,3.28
Age-standardized suicide rates (per 100 000 population),Algeria,2008,3.31
Age-standardized suicide rates (per 100 000 population),Argentina,2008,3.34
Age-standardized suicide rates (per 100 000 population),Bahrain,2008,3.36
Age-standardized suicide rates (per 100 000 population),Bahamas,2008,3.4
Age-standardized suicide rates (per 100 000 population),Timor-Leste,2008,3.42
Age-standardized suicide rates (per 100 000 population),Thailand,2008,3.42
Age-standardized suicide rates (per 100 000 population),Libya,2008,3.43
Age-standardized suicide rates (per 100 000 population),Sao Tome and Principe,2008,3.46
Age-standardized suicide rates (per 100 000 population),Tunisia,2008,3.47
Age-standardized suicide rates (per 100 000 population),Maldives,2008,3.49
Age-standardized suicide rates (per 100 000 population),Bhutan,2008,3.5
Age-standardized suicide rates (per 100 000 population),Egypt,2008,3.51
Age-standardized suicide rates (per 100 000 population),Bosnia and Herzegovina,2008,3.51
Age-standardized suicide rates (per 100 000 population),Sudan,2008,3.53
Age-standardized suicide rates (per 100 000 population),South Sudan,2008,3.54
Age-standardized suicide rates (per 100 000 population),Guatemala,2008,3.66
Age-standardized suicide rates (per 100 000 population),Philippines,2008,3.73
Age-standardized suicide rates (per 100 000 population),Venezuela (Bolivarian Republic of),2008,3.74
Age-standardized suicide rates (per 100 000 population),Turkey,2008,3.75
Age-standardized suicide rates (per 100 000 population),Poland,2008,3.75
Age-standardized suicide rates (per 100 000 population),Portugal,2008,3.76
Age-standardized suicide rates (per 100 000 population),Jamaica,2008,3.81
Age-standardized suicide rates (per 100 000 population),Cambodia,2008,3.9
Age-standardized suicide rates (per 100 000 population),Myanmar,2008,3.91
Age-standardized suicide rates (per 100 000 population),Grenada,2008,3.92
Age-standardized suicide rates (per 100 000 population),Paraguay,2008,3.93
Age-standardized suicide rates (per 100 000 population),Iran (Islamic Republic of),2008,3.94
Age-standardized suicide rates (per 100 000 population),Czechia,2008,3.99
Age-standardized suicide rates (per 100 000 population),Côte d’Ivoire,2008,30.29
Age-standardized suicide rates (per 100 000 population),Belarus,2008,30.58
Age-standardized suicide rates (per 100 000 population),Lesotho,2008,30.74
Age-standardized suicide rates (per 100 000 population),Zimbabwe,2008,31.7
Age-standardized suicide rates (per 100 000 population),Cameroon,2008,31.87
Age-standardized suicide rates (per 100 000 population),Cabo Verde,2008,32.43
Age-standardized suicide rates (per 100 000 population),Hungary,2008,32.56
Age-standardized suicide rates (per 100 000 population),Lithuania,2008,32.65
Age-standardized suicide rates (per 100 000 population),Zambia,2008,32.77
Age-standardized suicide rates (per 100 000 population),Republic of Korea,2008,33.41
Age-standardized suicide rates (per 100 000 population),Kiribati,2008,33.45
Age-standardized suicide rates (per 100 000 population),Eritrea,2008,33.67
Age-standardized suicide rates (per 100 000 population),Guyana,2008,33.68
Age-standardized suicide rates (per 100 000 population),Kazakhstan,2008,33.76
Age-standardized suicide rates (per 100 000 population),Vanuatu,2008,34.15
Age-standardized suicide rates (per 100 000 population),Eswatini,2008,34.57
Age-standardized suicide rates (per 100 000 population),Solomon Islands,2008,34.65
Age-standardized suicide rates (per 100 000 population),Namibia,2008,35.29
Age-standardized suicide rates (per 100 000 population),Russian Federation,2008,35.38
Age-standardized suicide rates (per 100 000 population),Botswana,2008,36.06
Age-standardized suicide rates (per 100 000 population),Mongolia,2008,38.87
Age-standardized suicide rates (per 100 000 population),Latvia,2008,39.38
Age-standardized suicide rates (per 100 000 population),Lebanon,2008,4.06
Age-standardized suicide rates (per 100 000 population),Kuwait,2008,4.06
Age-standardized suicide rates (per 100 000 population),Bulgaria,2008,4.09
Age-standardized suicide rates (per 100 000 population),Mauritania,2008,4.14
Age-standardized suicide rates (per 100 000 population),Algeria,2008,4.22
Age-standardized suicide rates (per 100 000 population),The former Yugoslav Republic of Macedonia,2008,4.23
Age-standardized suicide rates (per 100 000 population),Armenia,2008,4.23
Age-standardized suicide rates (per 100 000 population),Peru,2008,4.24
Age-standardized suicide rates (per 100 000 population),Germany,2008,4.25
Age-standardized suicide rates (per 100 000 population),Colombia,2008,4.27
Age-standardized suicide rates (per 100 000 population),Saint Vincent and the Grenadines,2008,4.33
Age-standardized suicide rates (per 100 000 population),Uzbekistan,2008,4.34
Age-standardized suicide rates (per 100 000 population),Viet Nam,2008,4.39
Age-standardized suicide rates (per 100 000 population),Greece,2008,4.44
Age-standardized suicide rates (per 100 000 population),Netherlands,2008,4.47
Age-standardized suicide rates (per 100 000 population),Mexico,2008,4.58
Age-standardized suicide rates (per 100 000 population),Indonesia,2008,4.6
Age-standardized suicide rates (per 100 000 population),Trinidad and Tobago,2008,4.61
Age-standardized suicide rates (per 100 000 population),Chile,2008,4.61
Age-standardized suicide rates (per 100 000 population),Australia,2008,4.64
Age-standardized suicide rates (per 100 000 population),Cuba,2008,4.65
Age-standardized suicide rates (per 100 000 population),Egypt,2008,4.7
Age-standardized suicide rates (per 100 000 population),Tonga,2008,4.71
Age-standardized suicide rates (per 100 000 population),Bolivia (Plurinational State of),2008,4.73
Age-standardized suicide rates (per 100 000 population),Honduras,2008,4.75
Age-standardized suicide rates (per 100 000 population),Timor-Leste,2008,4.76
Age-standardized suicide rates (per 100 000 population),Kyrgyzstan,2008,4.78
Age-standardized suicide rates (per 100 000 population),Azerbaijan,2008,4.79
Age-standardized suicide rates (per 100 000 population),Tunisia,2008,4.82
Age-standardized suicide rates (per 100 000 population),Lao People's Democratic Republic,2008,4.82
Age-standardized suicide rates (per 100 000 population),Turkmenistan,2008,4.83
Age-standardized suicide rates (per 100 000 population),Italy,2008,4.85
Age-standardized suicide rates (per 100 000 population),Papua New Guinea,2008,4.86
Age-standardized suicide rates (per 100 000 population),Iraq,2008,4.86
Age-standardized suicide rates (per 100 000 population),Tajikistan,2008,4.86
Age-standardized suicide rates (per 100 000 population),Saudi Arabia,2008,4.88
Age-standardized suicide rates (per 100 000 population),Nigeria,2008,4.95
Age-standardized suicide rates (per 100 000 population),United States of America,2008,4.96
Age-standardized suicide rates (per 100 000 population),Micronesia (Federated States of),2008,41.91
Age-standardized suicide rates (per 100 000 population),Zimbabwe,2008,42.03
Age-standardized suicide rates (per 100 000 population),Mozambique,2008,42.03
Age-standardized suicide rates (per 100 000 population),Suriname,2008,42.23
Age-standardized suicide rates (per 100 000 population),Central African Republic,2008,46.07
Age-standardized suicide rates (per 100 000 population),South Africa,2008,46.19
Age-standardized suicide rates (per 100 000 population),Ukraine,2008,48.29
Age-standardized suicide rates (per 100 000 population),Israel,2008,5.06
Age-standardized suicide rates (per 100 000 population),Canada,2008,5.13
Age-standardized suicide rates (per 100 000 population),Sudan,2008,5.19
Age-standardized suicide rates (per 100 000 population),Brazil,2008,5.22
Age-standardized suicide rates (per 100 000 population),Bangladesh,2008,5.25
Age-standardized suicide rates (per 100 000 population),Republic of Moldova,2008,5.32
Age-standardized suicide rates (per 100 000 population),Austria,2008,5.35
Age-standardized suicide rates (per 100 000 population),Pakistan,2008,5.39
Age-standardized suicide rates (per 100 000 population),Libya,2008,5.41
Age-standardized suicide rates (per 100 000 population),Malaysia,2008,5.43
Age-standardized suicide rates (per 100 000 population),Ireland,2008,5.45
Age-standardized suicide rates (per 100 000 population),Paraguay,2008,5.49
Age-standardized suicide rates (per 100 000 population),Costa Rica,2008,5.49
Age-standardized suicide rates (per 100 000 population),Maldives,2008,5.51
Age-standardized suicide rates (per 100 000 population),Croatia,2008,5.51
Age-standardized suicide rates (per 100 000 population),Bhutan,2008,5.52
Age-standardized suicide rates (per 100 000 population),Ecuador,2008,5.54
Age-standardized suicide rates (per 100 000 population),Mauritania,2008,5.55
Age-standardized suicide rates (per 100 000 population),Cyprus,2008,5.55
Age-standardized suicide rates (per 100 000 population),Malta,2008,5.55
Age-standardized suicide rates (per 100 000 population),Nicaragua,2008,5.57
Age-standardized suicide rates (per 100 000 population),Uruguay,2008,5.58
Age-standardized suicide rates (per 100 000 population),Dominican Republic,2008,5.61
Age-standardized suicide rates (per 100 000 population),Panama,2008,5.61
Age-standardized suicide rates (per 100 000 population),Belize,2008,5.7
Age-standardized suicide rates (per 100 000 population),Iran (Islamic Republic of),2008,5.74
Age-standardized suicide rates (per 100 000 population),Singapore,2008,5.77
Age-standardized suicide rates (per 100 000 population),Spain,2008,5.78
Age-standardized suicide rates (per 100 000 population),Uganda,2008,5.79
Age-standardized suicide rates (per 100 000 population),Bahamas,2008,5.81
Age-standardized suicide rates (per 100 000 population),Democratic Republic of the Congo,2008,5.82
Age-standardized suicide rates (per 100 000 population),Albania,2008,5.84
Age-standardized suicide rates (per 100 000 population),Yemen,2008,5.88
Age-standardized suicide rates (per 100 000 population),Senegal,2008,5.89
Age-standardized suicide rates (per 100 000 population),Madagascar,2008,5.91
Age-standardized suicide rates (per 100 000 population),Guyana,2008,52.53
Age-standardized suicide rates (per 100 000 population),Belarus,2008,56.43
Age-standardized suicide rates (per 100 000 population),Kiribati,2008,58.56
Age-standardized suicide rates (per 100 000 population),Botswana,2008,58.79
Age-standardized suicide rates (per 100 000 population),Kazakhstan,2008,58.79
Age-standardized suicide rates (per 100 000 population),Lithuania,2008,59.04
Age-standardized suicide rates (per 100 000 population),Estonia,2008,6.03
Age-standardized suicide rates (per 100 000 population),Angola,2008,6.09
Age-standardized suicide rates (per 100 000 population),New Zealand,2008,6.09
Age-standardized suicide rates (per 100 000 population),Cabo Verde,2008,6.11
Age-standardized suicide rates (per 100 000 population),United Republic of Tanzania,2008,6.17
Age-standardized suicide rates (per 100 000 population),Denmark,2008,6.2
Age-standardized suicide rates (per 100 000 population),Slovenia,2008,6.23
Age-standardized suicide rates (per 100 000 population),Luxembourg,2008,6.24
Age-standardized suicide rates (per 100 000 population),Myanmar,2008,6.27
Age-standardized suicide rates (per 100 000 population),Kenya,2008,6.3
Age-standardized suicide rates (per 100 000 population),Tonga,2008,6.32
Age-standardized suicide rates (per 100 000 population),Oman,2008,6.32
Age-standardized suicide rates (per 100 000 population),Comoros,2008,6.35
Age-standardized suicide rates (per 100 000 population),Mauritius,2008,6.44
Age-standardized suicide rates (per 100 000 population),Ukraine,2008,6.46
Age-standardized suicide rates (per 100 000 population),Georgia,2008,6.52
Age-standardized suicide rates (per 100 000 population),Norway,2008,6.52
Age-standardized suicide rates (per 100 000 population),Venezuela (Bolivarian Republic of),2008,6.54
Age-standardized suicide rates (per 100 000 population),Niger,2008,6.58
Age-standardized suicide rates (per 100 000 population),Fiji,2008,6.6
Age-standardized suicide rates (per 100 000 population),Mali,2008,6.62
Age-standardized suicide rates (per 100 000 population),Benin,2008,6.63
Age-standardized suicide rates (per 100 000 population),Gabon,2008,6.64
Age-standardized suicide rates (per 100 000 population),Cambodia,2008,6.65
Age-standardized suicide rates (per 100 000 population),Côte d’Ivoire,2008,6.66
Age-standardized suicide rates (per 100 000 population),Latvia,2008,6.67
Age-standardized suicide rates (per 100 000 population),Malawi,2008,6.68
Age-standardized suicide rates (per 100 000 population),United Arab Emirates,2008,6.69
Age-standardized suicide rates (per 100 000 population),Qatar,2008,6.78
Age-standardized suicide rates (per 100 000 population),Armenia,2008,6.8
Age-standardized suicide rates (per 100 000 population),Morocco,2008,6.82
Age-standardized suicide rates (per 100 000 population),South Sudan,2008,6.86
Age-standardized suicide rates (per 100 000 population),Afghanistan,2008,6.89
Age-standardized suicide rates (per 100 000 population),Sudan,2008,6.93
Age-standardized suicide rates (per 100 000 population),Tajikistan,2008,6.95
Age-standardized suicide rates (per 100 000 population),Iraq,2008,6.97
Age-standardized suicide rates (per 100 000 population),Namibia,2008,6.98
Age-standardized suicide rates (per 100 000 population),Russian Federation,2008,63.52
Age-standardized suicide rates (per 100 000 population),Bolivia (Plurinational State of),2008,7.01
Age-standardized suicide rates (per 100 000 population),Colombia,2008,7.07
Age-standardized suicide rates (per 100 000 population),Saudi Arabia,2008,7.08
Age-standardized suicide rates (per 100 000 population),Djibouti,2008,7.09
Age-standardized suicide rates (per 100 000 population),Gambia,2008,7.11
Age-standardized suicide rates (per 100 000 population),Afghanistan,2008,7.17
Age-standardized suicide rates (per 100 000 population),France,2008,7.18
Age-standardized suicide rates (per 100 000 population),Sweden,2008,7.18
Age-standardized suicide rates (per 100 000 population),Lao People's Democratic Republic,2008,7.21
Age-standardized suicide rates (per 100 000 population),Mauritania,2008,7.22
Age-standardized suicide rates (per 100 000 population),Liberia,2008,7.25
Age-standardized suicide rates (per 100 000 population),Bhutan,2008,7.25
Age-standardized suicide rates (per 100 000 population),United Kingdom of Great Britain and Northern Ireland,2008,7.26
Age-standardized suicide rates (per 100 000 population),El Salvador,2008,7.28
Age-standardized suicide rates (per 100 000 population),Libya,2008,7.3
Age-standardized suicide rates (per 100 000 population),Serbia,2008,7.33
Age-standardized suicide rates (per 100 000 population),Viet Nam,2008,7.35
Age-standardized suicide rates (per 100 000 population),Afghanistan,2008,7.38
Age-standardized suicide rates (per 100 000 population),Thailand,2008,7.42
Age-standardized suicide rates (per 100 000 population),Netherlands,2008,7.44
Age-standardized suicide rates (per 100 000 population),Iran (Islamic Republic of),2008,7.5
Age-standardized suicide rates (per 100 000 population),Mongolia,2008,7.57
Age-standardized suicide rates (per 100 000 population),Somalia,2008,7.58
Age-standardized suicide rates (per 100 000 population),Democratic People's Republic of Korea,2008,7.61
Age-standardized suicide rates (per 100 000 population),Italy,2008,7.64
Age-standardized suicide rates (per 100 000 population),Bangladesh,2008,7.69
Age-standardized suicide rates (per 100 000 population),Guinea,2008,7.71
Age-standardized suicide rates (per 100 000 population),Rwanda,2008,7.71
Age-standardized suicide rates (per 100 000 population),Seychelles,2008,7.71
Age-standardized suicide rates (per 100 000 population),Samoa,2008,7.72
Age-standardized suicide rates (per 100 000 population),Hungary,2008,7.72
Age-standardized suicide rates (per 100 000 population),Mexico,2008,7.73
Age-standardized suicide rates (per 100 000 population),United Arab Emirates,2008,7.75
Age-standardized suicide rates (per 100 000 population),Chad,2008,7.76
Age-standardized suicide rates (per 100 000 population),Iceland,2008,7.76
Age-standardized suicide rates (per 100 000 population),Yemen,2008,7.81
Age-standardized suicide rates (per 100 000 population),Azerbaijan,2008,7.86
Age-standardized suicide rates (per 100 000 population),Burkina Faso,2008,7.86
Age-standardized suicide rates (per 100 000 population),Saint Lucia,2008,7.89
Age-standardized suicide rates (per 100 000 population),The former Yugoslav Republic of Macedonia,2008,7.93
Age-standardized suicide rates (per 100 000 population),Sierra Leone,2008,7.95
Age-standardized suicide rates (per 100 000 population),Saint Vincent and the Grenadines,2008,7.95
Age-standardized suicide rates (per 100 000 population),Eswatini,2008,75.82
Age-standardized suicide rates (per 100 000 population),Lesotho,2008,77.79
Age-standardized suicide rates (per 100 000 population),Sri Lanka,2008,8.03
Age-standardized suicide rates (per 100 000 population),Guinea-Bissau,2008,8.06
Age-standardized suicide rates (per 100 000 population),Albania,2008,8.09
Age-standardized suicide rates (per 100 000 population),Malaysia,2008,8.14
Age-standardized suicide rates (per 100 000 population),Zambia,2008,8.18
Age-standardized suicide rates (per 100 000 population),Qatar,2008,8.25
Age-standardized suicide rates (per 100 000 population),Bahrain,2008,8.28
Age-standardized suicide rates (per 100 000 population),Cyprus,2008,8.35
Age-standardized suicide rates (per 100 000 population),Brazil,2008,8.39
Age-standardized suicide rates (per 100 000 population),Finland,2008,8.46
Age-standardized suicide rates (per 100 000 population),Belarus,2008,8.59
Age-standardized suicide rates (per 100 000 population),Argentina,2008,8.59
Age-standardized suicide rates (per 100 000 population),Portugal,2008,8.6
Age-standardized suicide rates (per 100 000 population),Montenegro,2008,8.61
Age-standardized suicide rates (per 100 000 population),Liberia,2008,8.62
Age-standardized suicide rates (per 100 000 population),Israel,2008,8.66
Age-standardized suicide rates (per 100 000 population),Ethiopia,2008,8.69
Age-standardized suicide rates (per 100 000 population),Bosnia and Herzegovina,2008,8.72
Age-standardized suicide rates (per 100 000 population),Belgium,2008,8.77
Age-standardized suicide rates (per 100 000 population),Singapore,2008,8.78
Age-standardized suicide rates (per 100 000 population),Equatorial Guinea,2008,8.79
Age-standardized suicide rates (per 100 000 population),Mozambique,2008,8.83
Age-standardized suicide rates (per 100 000 population),Switzerland,2008,8.85
Age-standardized suicide rates (per 100 000 population),Mali,2008,8.86
Age-standardized suicide rates (per 100 000 population),Togo,2008,8.89
Age-standardized suicide rates (per 100 000 population),Uzbekistan,2008,8.9
Age-standardized suicide rates (per 100 000 population),Nicaragua,2008,8.97
Age-standardized suicide rates (per 100 000 population),China,2008,8.98
Age-standardized suicide rates (per 100 000 population),Comoros,2008,8.99
Age-standardized suicide rates (per 100 000 population),Germany,2008,9.06
Age-standardized suicide rates (per 100 000 population),Vanuatu,2008,9.13
Age-standardized suicide rates (per 100 000 population),Nigeria,2008,9.14
Age-standardized suicide rates (per 100 000 population),Spain,2008,9.18
Age-standardized suicide rates (per 100 000 population),Bulgaria,2008,9.19
Age-standardized suicide rates (per 100 000 population),Democratic People's Republic of Korea,2008,9.2
Age-standardized suicide rates (per 100 000 population),Panama,2008,9.25
Age-standardized suicide rates (per 100 000 population),Burundi,2008,9.31
Age-standardized suicide rates (per 100 000 population),Dominican Republic,2008,9.37
Age-standardized suicide rates (per 100 000 population),Lithuania,2008,9.39
Age-standardized suicide rates (per 100 000 population),Oman,2008,9.42
Age-standardized suicide rates (per 100 000 population),Costa Rica,2008,9.44
Age-standardized suicide rates (per 100 000 population),Bolivia (Plurinational State of),2008,9.45
Age-standardized suicide rates (per 100 000 population),Romania,2008,9.53
Age-standardized suicide rates (per 100 000 population),Belize,2008,9.66
Age-standardized suicide rates (per 100 000 population),Cameroon,2008,9.67
Age-standardized suicide rates (per 100 000 population),Morocco,2008,9.76
Age-standardized suicide rates (per 100 000 population),Yemen,2008,9.84
Age-standardized suicide rates (per 100 000 population),Lao People's Democratic Republic,2008,9.85
Age-standardized suicide rates (per 100 000 population),Guatemala,2008,9.87
Age-standardized suicide rates (per 100 000 population),Canada,2008,9.88
Age-standardized suicide rates (per 100 000 population),Malta,2008,9.93
Age-standardized suicide rates (per 100 000 population),Eritrea,2008,9.94
Age-standardized suicide rates (per 100 000 population),Cambodia,2008,9.96
Age-standardized suicide rates (per 100 000 population),Antigua and Barbuda,2007,0
Age-standardized suicide rates (per 100 000 population),Barbados,2007,0.15
Age-standardized suicide rates (per 100 000 population),Antigua and Barbuda,2007,0.33
Age-standardized suicide rates (per 100 000 population),Grenada,2007,0.58
Age-standardized suicide rates (per 100 000 population),Syrian Arab Republic,2007,0.67
Age-standardized suicide rates (per 100 000 population),Antigua and Barbuda,2007,0.7
Age-standardized suicide rates (per 100 000 population),Jamaica,2007,0.75
Age-standardized suicide rates (per 100 000 population),Greece,2007,0.85
Age-standardized suicide rates (per 100 000 population),Saint Vincent and the Grenadines,2007,1.08
Age-standardized suicide rates (per 100 000 population),Philippines,2007,1.1
Age-standardized suicide rates (per 100 000 population),Maldives,2007,1.14
Age-standardized suicide rates (per 100 000 population),Kuwait,2007,1.14
Age-standardized suicide rates (per 100 000 population),Honduras,2007,1.15
Age-standardized suicide rates (per 100 000 population),Malta,2007,1.23
Age-standardized suicide rates (per 100 000 population),Panama,2007,1.23
Age-standardized suicide rates (per 100 000 population),Venezuela (Bolivarian Republic of),2007,1.25
Age-standardized suicide rates (per 100 000 population),Barbados,2007,1.26
Age-standardized suicide rates (per 100 000 population),Bahamas,2007,1.27
Age-standardized suicide rates (per 100 000 population),Brunei Darussalam,2007,1.37
Age-standardized suicide rates (per 100 000 population),Turkey,2007,1.38
Age-standardized suicide rates (per 100 000 population),Cyprus,2007,1.38
Age-standardized suicide rates (per 100 000 population),Jordan,2007,1.43
Age-standardized suicide rates (per 100 000 population),Sao Tome and Principe,2007,1.48
Age-standardized suicide rates (per 100 000 population),Mexico,2007,1.56
Age-standardized suicide rates (per 100 000 population),Saint Lucia,2007,1.58
Age-standardized suicide rates (per 100 000 population),Peru,2007,1.59
Age-standardized suicide rates (per 100 000 population),Indonesia,2007,1.6
Age-standardized suicide rates (per 100 000 population),Seychelles,2007,1.61
Age-standardized suicide rates (per 100 000 population),Saudi Arabia,2007,1.63
Age-standardized suicide rates (per 100 000 population),Oman,2007,1.64
Age-standardized suicide rates (per 100 000 population),Syrian Arab Republic,2007,1.77
Age-standardized suicide rates (per 100 000 population),Papua New Guinea,2007,1.78
Age-standardized suicide rates (per 100 000 population),Colombia,2007,1.8
Age-standardized suicide rates (per 100 000 population),Jamaica,2007,1.85
Age-standardized suicide rates (per 100 000 population),Costa Rica,2007,1.85
Age-standardized suicide rates (per 100 000 population),Georgia,2007,1.88
Age-standardized suicide rates (per 100 000 population),Grenada,2007,1.89
Age-standardized suicide rates (per 100 000 population),Belize,2007,1.9
Age-standardized suicide rates (per 100 000 population),Dominican Republic,2007,1.92
Age-standardized suicide rates (per 100 000 population),Israel,2007,1.97
Age-standardized suicide rates (per 100 000 population),Lebanon,2007,1.98
Age-standardized suicide rates (per 100 000 population),Netherlands,2007,10.04
Age-standardized suicide rates (per 100 000 population),Fiji,2007,10.05
Age-standardized suicide rates (per 100 000 population),Cambodia,2007,10.17
Age-standardized suicide rates (per 100 000 population),Niger,2007,10.25
Age-standardized suicide rates (per 100 000 population),Liberia,2007,10.26
Age-standardized suicide rates (per 100 000 population),Viet Nam,2007,10.27
Age-standardized suicide rates (per 100 000 population),Kiribati,2007,10.27
Age-standardized suicide rates (per 100 000 population),Guatemala,2007,10.36
Age-standardized suicide rates (per 100 000 population),Madagascar,2007,10.38
Age-standardized suicide rates (per 100 000 population),United Republic of Tanzania,2007,10.43
Age-standardized suicide rates (per 100 000 population),Japan,2007,10.49
Age-standardized suicide rates (per 100 000 population),Trinidad and Tobago,2007,10.5
Age-standardized suicide rates (per 100 000 population),Ecuador,2007,10.54
Age-standardized suicide rates (per 100 000 population),Albania,2007,10.55
Age-standardized suicide rates (per 100 000 population),Norway,2007,10.55
Age-standardized suicide rates (per 100 000 population),United Kingdom of Great Britain and Northern Ireland,2007,10.6
Age-standardized suicide rates (per 100 000 population),Chile,2007,10.65
Age-standardized suicide rates (per 100 000 population),Haiti,2007,10.71
Age-standardized suicide rates (per 100 000 population),Pakistan,2007,10.73
Age-standardized suicide rates (per 100 000 population),Ireland,2007,10.76
Age-standardized suicide rates (per 100 000 population),Congo,2007,10.78
Age-standardized suicide rates (per 100 000 population),South Sudan,2007,10.83
Age-standardized suicide rates (per 100 000 population),Russian Federation,2007,10.9
Age-standardized suicide rates (per 100 000 population),Democratic People's Republic of Korea,2007,10.99
Age-standardized suicide rates (per 100 000 population),Lesotho,2007,108
Age-standardized suicide rates (per 100 000 population),China,2007,11.1
Age-standardized suicide rates (per 100 000 population),Mali,2007,11.15
Age-standardized suicide rates (per 100 000 population),United States of America,2007,11.19
Age-standardized suicide rates (per 100 000 population),Luxembourg,2007,11.22
Age-standardized suicide rates (per 100 000 population),Gambia,2007,11.23
Age-standardized suicide rates (per 100 000 population),Czechia,2007,11.25
Age-standardized suicide rates (per 100 000 population),Djibouti,2007,11.5
Age-standardized suicide rates (per 100 000 population),Belize,2007,11.5
Age-standardized suicide rates (per 100 000 population),Guinea,2007,11.66
Age-standardized suicide rates (per 100 000 population),Sierra Leone,2007,11.67
Age-standardized suicide rates (per 100 000 population),Comoros,2007,11.7
Age-standardized suicide rates (per 100 000 population),Kazakhstan,2007,11.71
Age-standardized suicide rates (per 100 000 population),New Zealand,2007,11.72
Age-standardized suicide rates (per 100 000 population),Slovakia,2007,11.73
Age-standardized suicide rates (per 100 000 population),Singapore,2007,11.77
Age-standardized suicide rates (per 100 000 population),Bahrain,2007,11.79
Age-standardized suicide rates (per 100 000 population),Sweden,2007,11.9
Age-standardized suicide rates (per 100 000 population),Central African Republic,2007,11.93
Age-standardized suicide rates (per 100 000 population),Suriname,2007,11.94
Age-standardized suicide rates (per 100 000 population),Micronesia (Federated States of),2007,12.03
Age-standardized suicide rates (per 100 000 population),Thailand,2007,12.14
Age-standardized suicide rates (per 100 000 population),The former Yugoslav Republic of Macedonia,2007,12.15
Age-standardized suicide rates (per 100 000 population),Austria,2007,12.16
Age-standardized suicide rates (per 100 000 population),Ghana,2007,12.42
Age-standardized suicide rates (per 100 000 population),Senegal,2007,12.53
Age-standardized suicide rates (per 100 000 population),Haiti,2007,12.58
Age-standardized suicide rates (per 100 000 population),South Africa,2007,12.62
Age-standardized suicide rates (per 100 000 population),China,2007,12.74
Age-standardized suicide rates (per 100 000 population),Morocco,2007,12.98
Age-standardized suicide rates (per 100 000 population),Eswatini,2007,122.1
Age-standardized suicide rates (per 100 000 population),Kenya,2007,13.01
Age-standardized suicide rates (per 100 000 population),Saint Lucia,2007,13.1
Age-standardized suicide rates (per 100 000 population),Denmark,2007,13.18
